,城市,区域,链接
1588,江苏,金湖,/jinhu/
1589,江苏,盱眙,/xuyi/
1590,江苏,洪泽,/hongze/
1591,江苏,涟水,/lianshui/
1592,江苏,淮阴,/huaiyinqu/
1593,江苏,楚州,/chuzhou/
1594,江苏,清浦,/qingpuqu/
1595,江苏,清江浦,/qingjiangpu/
1596,江苏,淮安区,/huaianqu/
1597,江苏,连云港,/lianyungang/
1598,江苏,东海,/donghai/
1599,江苏,赣榆,/ganyu/
1600,江苏,灌云,/guanyun/
1601,江苏,灌南,/guannan/
1602,江苏,连云,/lianyun/
1603,江苏,新浦,/xinpu/
1604,江苏,连云港海州,/lianyunganghaizhou/
1605,江苏,南京,/nanjing/
1606,江苏,溧水,/lishui2/
1607,江苏,高淳,/gaochun/
1608,江苏,江宁,/jiangning/
1609,江苏,六合,/luhe1/
1610,江苏,江浦,/jiangpu/
1611,江苏,浦口,/pukou/
1612,江苏,鼓楼,/nanjinggulou/
1613,江苏,栖霞,/qixiaqu/
1614,江苏,玄武,/xuanwuqu/
1615,江苏,白下,/baixiaqu/
1616,江苏,秦淮,/qinhuaiqu/
1617,江苏,建邺,/jianyequ/
1618,江苏,下关,/xiaguanqu/
1619,江苏,雨花台,/yuhuataiqu/
1620,江苏,南通,/nantong/
1621,江苏,海安,/haian/
1622,江苏,如皋,/rugao/
1623,江苏,如东,/rudong/
1624,江苏,启东,/qidong/
1625,江苏,海门,/haimen/
1626,江苏,通州,/tongzhou1/
1627,江苏,崇川,/chongchuanqu/
1628,江苏,港闸,/gangzhaqu/
1629,江苏,宿迁,/suqian/
1630,江苏,沭阳,/shuyang/
1631,江苏,泗阳,/siyang/
1632,江苏,泗洪,/sihong/
1633,江苏,宿豫,/suyu/
1634,江苏,宿城,/suchengqu/
1635,江苏,苏州,/suzhou/
1636,江苏,常熟,/changshu/
1637,江苏,张家港,/zhangjiagang/
1638,江苏,昆山,/kunshan/
1639,江苏,吴中,/wuzhong1/
1640,江苏,吴江,/wujiang/
1641,江苏,太仓,/taicang/
1642,江苏,沧浪,/canglangqu/
1643,江苏,平江,/pingjiangqu/
1644,江苏,金阊,/jinchangqu/
1645,江苏,虎丘,/huqiuqu/
1646,江苏,相城,/xiangchengqu/
1647,江苏,姑苏,/gusuqu/
1648,江苏,泰州,/taizhou2/
1649,江苏,兴化,/xinghua/
1650,江苏,泰兴,/taixing/
1651,江苏,姜堰,/jiangyan/
1652,江苏,靖江,/jingjiang/
1653,江苏,海陵,/hailingqu/
1654,江苏,高港,/gaogangqu/
1655,江苏,无锡,/wuxi1/
1656,江苏,江阴,/jiangyin/
1657,江苏,宜兴,/yixing/
1658,江苏,锡山,/xishan/
1659,江苏,崇安,/chonganqu/
1660,江苏,南长,/nanchangqu/
1661,江苏,北塘,/beitangqu/
1662,江苏,惠山,/huishanqu/
1663,江苏,滨湖,/binhuqu/
1664,江苏,梁溪,/liangxiqu/
1665,江苏,新吴,/xinwuqu/
1666,江苏,徐州,/xuzhou/
1667,江苏,铜山,/tongshan1/
1668,江苏,丰县,/fengxian2/
1669,江苏,沛县,/peixian/
1670,江苏,邳州,/pizhou/
1671,江苏,睢宁,/suining2/
1672,江苏,新沂,/xinyi/
1673,江苏,徐州鼓楼,/gulouqu/
1674,江苏,云龙,/yunlongqu/
1675,江苏,贾汪,/jiawangqu/
1676,江苏,泉山,/quanshanqu/
1677,江苏,盐城,/yancheng/
1678,江苏,响水,/xiangshui/
1679,江苏,滨海,/binhai/
1680,江苏,阜宁,/funing1/
1681,江苏,射阳,/sheyang/
1682,江苏,建湖,/jianhu/
1683,江苏,东台,/dongtai/
1684,江苏,大丰,/dafeng/
1685,江苏,盐都,/yandu/
1686,江苏,亭湖,/tinghuqu/
1687,江苏,扬州,/yangzhou/
1688,江苏,宝应,/baoying/
1689,江苏,仪征,/yizheng/
1690,江苏,高邮,/gaoyou/
1691,江苏,江都,/jiangdu/
1692,江苏,邗江,/hanjiang1/
1693,江苏,广陵,/guanglingqu/
1694,江苏,维扬,/weiyang/
1695,江苏,镇江,/zhenjiang/
1696,江苏,丹阳,/danyang/
1697,江苏,扬中,/yangzhong/
1698,江苏,句容,/jurong/
1699,江苏,丹徒,/dantu/
1700,江苏,京口,/jingkou/
1701,江苏,润州,/runzhouqu/
1702,江西,抚州,/fuzhou1/
1703,江西,广昌,/guangchang/
1704,江西,乐安,/lean/
1705,江西,崇仁,/chongren/
1706,江西,金溪,/jinxi/
1707,江西,资溪,/zixi/
1708,江西,宜黄,/yihuang/
1709,江西,南城,/nancheng/
1710,江西,南丰,/nanfeng/
1711,江西,黎川,/lichuan1/
1712,江西,东乡,/dongxiang1/
1713,江西,临川,/linchuanqu/
1714,江西,赣州,/ganzhou/
1715,江西,崇义,/chongyi/
1716,江西,上犹,/shangyou/
1717,江西,南康,/nankang/
1718,江西,大余,/dayu/
1719,江西,信丰,/xinfeng/
1720,江西,宁都,/ningdu/
1721,江西,石城,/shicheng/
1722,江西,瑞金,/ruijin/
1723,江西,于都,/yudu/
1724,江西,会昌,/huichang/
1725,江西,安远,/anyuan/
1726,江西,全南,/quannan/
1727,江西,龙南,/longnan/
1728,江西,定南,/dingnan/
1729,江西,寻乌,/xunwu/
1730,江西,兴国,/xingguo/
1731,江西,赣县,/ganxian/
1732,江西,章贡,/zhanggongqu/
1733,江西,吉安,/jian1/
1734,江西,吉安县,/jianxian/
1735,江西,吉水,/jishui/
1736,江西,新干,/xingan/
1737,江西,峡江,/xiajiang/
1738,江西,永丰,/yongfeng/
1739,江西,永新,/yongxin/
1740,江西,井冈山,/jinggangshan/
1741,江西,万安,/wanan/
1742,江西,遂川,/suichuan/
1743,江西,泰和,/taihe1/
1744,江西,安福,/anfu/
1745,江西,青原,/qingyuanqu/
1746,江西,吉州,/jizhouqu/
1747,江西,景德镇,/jingdezhen/
1748,江西,乐平,/leping/
1749,江西,浮梁,/fuliang/
1750,江西,昌江区,/changjiangqu/
1751,江西,珠山,/zhushanqu/
1752,江西,九江,/jiujiang/
1753,江西,瑞昌,/ruichang/
1754,江西,庐山,/lushan1/
1755,江西,武宁,/wuning/
1756,江西,德安,/dean/
1757,江西,永修,/yongxiu/
1758,江西,湖口,/hukou/
1759,江西,彭泽,/pengze/
1760,江西,星子,/xingzi/
1761,江西,都昌,/duchang/
1762,江西,修水,/xiushui/
1763,江西,共青城,/gongqingcheng/
1764,江西,浔阳,/xunyangqu/
1765,江西,九江县,/jiujiangxian/
1766,江西,濂溪,/lianxi/
1767,江西,南昌,/nanchang/
1768,江西,新建,/xinjian/
1769,江西,南昌县,/nanchangxian/
1770,江西,安义,/anyi/
1771,江西,进贤,/jinxian/
1772,江西,东湖,/donghuqu/
1773,江西,青云谱,/qingyunpuqu/
1774,江西,湾里,/wanliqu/
1775,江西,青山湖,/qingshanhuqu/
1776,江西,萍乡,/pingxiang1/
1777,江西,莲花,/lianhua/
1778,江西,上栗,/shangli/
1779,江西,安源,/anyuanqu/
1780,江西,芦溪,/luxi3/
1781,江西,湘东,/xiangdong/
1782,江西,上饶,/shangrao/
1783,江西,鄱阳,/poyang/
1784,江西,婺源,/wuyuan1/
1785,江西,余干,/yugan/
1786,江西,万年,/wannian/
1787,江西,德兴,/dexing/
1788,江西,上饶县,/shangraoxian/
1789,江西,弋阳,/yiyang2/
1790,江西,横峰,/hengfeng/
1791,江西,铅山,/yanshan2/
1792,江西,玉山,/yushan/
1793,江西,广丰,/guangfeng/
1794,江西,信州,/xinzhouqu/
1795,江西,新余,/xinyu/
1796,江西,分宜,/fenyi/
1797,江西,渝水,/yushuiqu/
1798,江西,宜春,/yichun1/
1799,江西,铜鼓,/tonggu/
1800,江西,宜丰,/yifeng/
1801,江西,万载,/wanzai/
1802,江西,上高,/shanggao/
1803,江西,靖安,/jingan/
1804,江西,奉新,/fengxin/
1805,江西,高安,/gaoan/
1806,江西,樟树,/zhangshu/
1807,江西,丰城,/fengcheng1/
1808,江西,袁州区,/yuanzhouqu/
1809,江西,鹰潭,/yingtan/
1810,江西,余江,/yujiang/
1811,江西,贵溪,/guixi/
1812,江西,月湖,/yuehuqu/
1813,吉林,白城,/baicheng/
1814,吉林,洮南,/taonan/
1815,吉林,大安,/daan/
1816,吉林,镇赉,/zhenlai/
1817,吉林,通榆,/tongyu/
1818,吉林,洮北,/taobeiqu/
1819,吉林,白山,/baishan/
1820,吉林,靖宇,/jingyu/
1821,吉林,临江,/linjiang/
1822,吉林,东岗,/donggang/
1823,吉林,长白,/changbai/
1824,吉林,抚松,/fusong/
1825,吉林,江源,/jiangyuan/
1826,吉林,八道江,/baishanqu/
1827,吉林,浑江,/hunjiangqu/
1828,吉林,长春,/changchun/
1829,吉林,农安,/nongan/
1830,吉林,德惠,/dehui/
1831,吉林,九台,/jiutai/
1832,吉林,榆树,/yushu/
1833,吉林,双阳,/shuangyang/
1834,吉林,宽城,/kuanchengqu/
1835,吉林,二道,/erdaoqu/
1836,吉林,南关,/nanguanqu/
1837,吉林,绿园,/luyuanqu/
1838,吉林,朝阳,/chaoyangqu/
1839,吉林,吉林,/jilinshi/
1840,吉林,舒兰,/shulan/
1841,吉林,永吉,/yongji/
1842,吉林,蛟河,/jiaohe/
1843,吉林,磐石,/panshi/
1844,吉林,桦甸,/huadian/
1845,吉林,龙潭,/longtan/
1846,吉林,丰满,/fengmanqu/
1847,吉林,船营,/chuanyingqu/
1848,吉林,昌邑,/changyiqu/
1849,吉林,辽源,/liaoyuan/
1850,吉林,东丰,/dongfeng/
1851,吉林,东辽,/dongliao/
1852,吉林,西安,/xianqu/
1853,吉林,龙山,/longshanqu/
1854,吉林,四平,/siping/
1855,吉林,双辽,/shuangliao/
1856,吉林,梨树,/lishu/
1857,吉林,公主岭,/gongzhuling/
1858,吉林,伊通,/yitong/
1859,吉林,铁西,/tiexiqu/
1860,吉林,铁东,/tiedong/
1861,吉林,松原,/songyuan/
1862,吉林,乾安,/qianan/
1863,吉林,前郭,/qianguo/
1864,吉林,长岭,/changling/
1865,吉林,扶余,/fuyu1/
1866,吉林,宁江,/ningjiangqu/
1867,吉林,通化,/tonghua/
1868,吉林,梅河口,/meihekou/
1869,吉林,柳河,/liuhe/
1870,吉林,辉南,/huinan/
1871,吉林,集安,/jian/
1872,吉林,通化县,/tonghuaxian/
1873,吉林,东昌,/dongchangqu/
1874,吉林,二道江,/erdaojiang/
1875,吉林,延边朝鲜族,/yanbian/
1876,吉林,延吉,/yanji/
1877,吉林,敦化,/dunhua/
1878,吉林,安图,/antu/
1879,吉林,汪清,/wangqing/
1880,吉林,和龙,/helong/
1881,吉林,龙井,/longjing/
1882,吉林,珲春,/hunchun/
1883,吉林,图们,/tumen/
1884,辽宁,鞍山,/anshan/
1885,辽宁,台安,/taian/
1886,辽宁,岫岩,/xiuyan/
1887,辽宁,铁东,/anshantiedong/
1888,辽宁,鞍山铁西,/anshantiexiqu/
1889,辽宁,立山,/lishanqu/
1890,辽宁,千山,/qianshanqu/
1891,辽宁,本溪,/benxi/
1892,辽宁,明山,/mingshanqu/
1893,辽宁,桓仁,/huanren/
1894,辽宁,平山,/pingshanqu/
1895,辽宁,溪湖区,/xihuqu/
1896,辽宁,南芬,/nanfenqu/
1897,辽宁,本溪满族,/benximanzu/
1898,辽宁,朝阳,/chaoyang1/
1899,辽宁,建平,/jianpingxian/
1900,辽宁,双塔,/shuangtaqu/
1901,辽宁,龙城,/longchengqu/
1902,辽宁,朝阳县,/chaoyangxian/
1903,辽宁,喀喇沁左翼,/kazuo/
1904,辽宁,大连,/dalian/
1905,辽宁,金州,/jinzhou/
1906,辽宁,普兰店,/pulandian/
1907,辽宁,旅顺,/lvshun/
1908,辽宁,长海,/changhai/
1909,辽宁,中山,/zhongshanqu1/
1910,辽宁,西岗,/xigangqu/
1911,辽宁,沙河口,/shahekouqu/
1912,辽宁,甘井子,/ganjingziqu/
1913,辽宁,旅顺口,/lushunkouqu/
1914,辽宁,丹东,/dandong/
1915,辽宁,宽甸,/kuandian/
1916,辽宁,元宝,/yuanbaoqu/
1917,辽宁,振兴,/zhenxingqu/
1918,辽宁,振安,/zhenanqu/
1919,辽宁,抚顺,/fushun/
1920,辽宁,新宾,/xinbin/
1921,辽宁,清原,/qingyuan/
1922,辽宁,抚顺县,/fushunxian/
1923,辽宁,新抚,/xinfuqu1/
1924,辽宁,望花,/wanghuaqu/
1925,辽宁,顺城,/shunchengqu/
1926,辽宁,阜新,/fuxin/
1927,辽宁,彰武,/zhangwu/
1928,辽宁,海州,/haizhouqu/
1929,辽宁,新邱,/xinqiuqu/
1930,辽宁,太平,/taipingqu/
1931,辽宁,清河门,/qinghemenqu/
1932,辽宁,细河,/xihequ/
1933,辽宁,东洲,/dongzhouqu/
1934,辽宁,阜新蒙古族,/fuxinmengguzu/
1935,辽宁,葫芦岛,/huludao/
1936,辽宁,建昌,/jianchang/
1937,辽宁,绥中,/suizhong/
1938,辽宁,连山,/lianshanqu/
1939,辽宁,龙港,/longgangqu/
1940,辽宁,南票,/nanpiaoqu/
1941,辽宁,锦州,/jinzhou1/
1942,辽宁,义县,/yixian/
1943,辽宁,黑山,/heishan/
1944,辽宁,古塔,/gutaqu/
1945,辽宁,凌河,/linghe/
1946,辽宁,太和,/taihequ/
1947,辽宁,辽阳,/liaoyang/
1948,辽宁,辽阳县,/liaoyangxian/
1949,辽宁,弓长岭,/gongchangling/
1950,辽宁,白塔,/baita/
1951,辽宁,文圣,/wensheng/
1952,辽宁,宏伟,/hongwei/
1953,辽宁,太子河,/taizihe/
1954,辽宁,盘锦,/panjin/
1955,辽宁,大洼,/dawa/
1956,辽宁,盘山,/panshan/
1957,辽宁,双台子,/shuangtaiziqu/
1958,辽宁,兴隆台,/xinglongtaiqu/
1959,辽宁,沈阳,/shenyang/
1960,辽宁,辽中,/liaozhong/
1961,辽宁,康平,/kangping/
1962,辽宁,法库,/faku/
1963,辽宁,新民,/xinmin/
1964,辽宁,沈阳铁西,/shenyangtiexiqu/
1965,辽宁,沈河,/shenhequ/
1966,辽宁,大东,/dadongqu/
1967,辽宁,皇姑,/huangguqu/
1968,辽宁,苏家屯,/sujiatunqu/
1969,辽宁,浑南,/hunnan/
1970,辽宁,沈北,/shenbeixinqu/
1971,辽宁,于洪,/yuhongqu/
1972,辽宁,铁岭,/tieling/
1973,辽宁,昌图,/changtu/
1974,辽宁,西丰,/xifeng/
1975,辽宁,银州区,/yinzhouqu/
1976,辽宁,清河,/qinghequ/
1977,辽宁,铁岭县,/tielingxian/
1978,辽宁,营口,/yingkou/
1979,辽宁,站前,/zhanqianqu/
1980,辽宁,西市,/xishiqu/
1981,辽宁,鲅鱼圈,/bayuquanqu/
1982,辽宁,老边,/laobianqu/
1983,内蒙古,阿拉善,/alashanmeng/
1984,内蒙古,阿拉善左旗,/alashanzuoqi/
1985,内蒙古,阿拉善右旗,/alashanyouqi/
1986,内蒙古,额济纳,/ejina/
1987,内蒙古,拐子湖,/guanzihu/
1988,内蒙古,吉兰泰,/jilantai/
1989,内蒙古,锡林高勒,/xilingaole/
1990,内蒙古,头道湖,/toudaohu/
1991,内蒙古,中泉子,/zhongquanzi/
1992,内蒙古,诺尔贡,/nuoergong/
1993,内蒙古,雅布赖,/yabulai/
1994,内蒙古,乌斯太,/wusitai/
1995,内蒙古,孪井滩,/luanjingtan/
1996,内蒙古,包头,/baotou/
1997,内蒙古,白云鄂博,/baiyunebo/
1998,内蒙古,满都拉,/mandula/
1999,内蒙古,固阳,/guyang/
2000,内蒙古,希拉穆,/xilamuren/
2001,内蒙古,东河,/donghequ/
2002,内蒙古,昆都仑,/kundulunqu/
2003,内蒙古,青山,/qingshanqu/
2004,内蒙古,石拐,/shiguaiqu/
2005,内蒙古,九原,/jiuyuanqu/
2006,内蒙古,土右旗,/tumoteyouqi/
2007,内蒙古,达茂旗,/daerhanmaomingan/
2008,内蒙古,巴彦淖尔,/bayanzhuoer/
2009,内蒙古,临河,/linhe/
2010,内蒙古,五原,/wuyuan/
2011,内蒙古,磴口,/dengkou/
2012,内蒙古,乌前旗,/wulateqianqi/
2013,内蒙古,乌中旗,/wulatezhongqi/
2014,内蒙古,乌后旗,/wulatehouqi/
2015,内蒙古,乌后旗,/wuhouqi/
2016,内蒙古,海力素,/hailisu/
2017,内蒙古,那仁宝力格,/narenbaolige/
2018,内蒙古,杭锦后旗,/hangjinhouqi/
2019,内蒙古,赤峰,/chifeng/
2020,内蒙古,阿旗,/aluqi/
2021,内蒙古,浩尔吐,/haoertu/
2022,内蒙古,巴林左旗,/balinzuoqi/
2023,内蒙古,巴林右旗,/balinyouqi/
2024,内蒙古,林西,/linxi/
2025,内蒙古,克什克腾,/keshiketeng/
2026,内蒙古,翁牛特,/wengniute/
2027,内蒙古,岗子,/gangzi/
2028,内蒙古,喀喇沁,/kalaqin/
2029,内蒙古,八里罕,/balihan/
2030,内蒙古,宁城,/ningcheng/
2031,内蒙古,敖汉,/aohan/
2032,内蒙古,宝国吐,/baoguotu/
2033,内蒙古,红山,/hongshanqu/
2034,内蒙古,元宝山,/yuanbaoshanqu/
2035,内蒙古,松山,/songshanqu/
2036,内蒙古,阿鲁科尔沁旗,/alukeer/
2037,内蒙古,鄂尔多斯,/eerduosi/
2038,内蒙古,达拉特,/dalate/
2039,内蒙古,准格尔,/zhungeer/
2040,内蒙古,伊克乌素,/yikewusu/
2041,内蒙古,鄂托克前,/etuoke/
2042,内蒙古,杭锦旗,/hangjinqi/
2043,内蒙古,乌审,/wushenqi/
2044,内蒙古,伊金霍洛,/yijinhuoluo/
2045,内蒙古,康巴什,/kangbashen/
2046,内蒙古,东胜,/dongsheng/
2047,内蒙古,鄂托克,/etuokeqi/
2048,内蒙古,呼和浩特,/huhehaote/
2049,内蒙古,回民,/huiminqv/
2050,内蒙古,托克托县,/tuoxian/
2051,内蒙古,和林格尔,/helin/
2052,内蒙古,清水河,/qingshuihe/
2053,内蒙古,呼市,/hushijiaoqu/
2054,内蒙古,武川,/wuchuan/
2055,内蒙古,新城,/huhehaotexincheng/
2056,内蒙古,玉泉,/yuquanqu/
2057,内蒙古,赛罕,/saihanqu/
2058,内蒙古,土左旗,/tumotezuoqi/
2059,内蒙古,托克托,/tuoketuo/
2060,内蒙古,呼伦贝尔,/hulunbeier/
2061,内蒙古,海拉尔,/hailaer/
2062,内蒙古,小二沟,/xiaoergou/
2063,内蒙古,阿荣旗,/arongqi/
2064,内蒙古,莫力达瓦,/molidawa/
2065,内蒙古,鄂伦春旗,/elunchunqi/
2066,内蒙古,鄂温克旗,/ewenkeqi/
2067,内蒙古,陈旗,/chenqi/
2068,内蒙古,新左旗,/xinbaerhuzuoqi/
2069,内蒙古,新右旗,/xinyouqi/
2070,内蒙古,满洲里,/manzhouli/
2071,内蒙古,牙克石,/yakeshi/
2072,内蒙古,扎兰屯,/zhalantun/
2073,内蒙古,额尔古纳,/eerguna/
2074,内蒙古,根河,/genhe/
2075,内蒙古,扎赉诺尔,/zhalainuoer/
2076,内蒙古,鄂伦春,/elunchun/
2077,内蒙古,鄂温克,/ewenke/
2078,内蒙古,陈巴尔虎旗,/chenbaerhu/
2079,内蒙古,通辽,/tongliao/
2080,内蒙古,舍伯吐,/shebotu/
2081,内蒙古,科左中旗,/kezuozhongqi/
2082,内蒙古,科左后旗,/kezuohouqi/
2083,内蒙古,开鲁,/kailu/
2084,内蒙古,库伦,/kulun/
2085,内蒙古,奈曼,/naiman/
2086,内蒙古,扎鲁特,/zhalute/
2087,内蒙古,高力板,/gaoliban/
2088,内蒙古,巴雅尔吐胡硕,/bayaertuhushuo/
2089,内蒙古,科尔沁,/horqinqu/
2090,内蒙古,霍林郭勒,/huolinguole/
2091,内蒙古,科尔沁左翼中旗,/keerxinzuoyizhongqi/
2092,内蒙古,科尔沁左翼后旗,/keerxinzuoyihouqi/
2093,内蒙古,乌海,/wuhai/
2094,内蒙古,海勃湾,/haibowanqu/
2095,内蒙古,海南,/hainanqu/
2096,内蒙古,乌达,/wudaqu/
2097,内蒙古,乌兰察布,/wulanchabu/
2098,内蒙古,集宁,/jining/
2099,内蒙古,卓资,/zhuozi/
2100,内蒙古,化德,/huade/
2101,内蒙古,商都,/shangdu/
2102,内蒙古,兴和,/xinghe/
2103,内蒙古,凉城,/liangcheng/
2104,内蒙古,察右前旗,/cahaeryouqian/
2105,内蒙古,察右中旗,/chahaeryouzhong/
2106,内蒙古,察右后旗,/chahaeryouhou/
2107,内蒙古,四子王旗,/siziwangqi/
2108,内蒙古,丰镇,/fengzhen/
2109,内蒙古,锡林郭勒,/xilingguole/
2110,内蒙古,锡林浩特,/xilinhaote/
2111,内蒙古,二连浩特,/erlianhaote/
2112,内蒙古,阿巴嘎,/abaga/
2113,内蒙古,苏左旗,/sunitezuoqi/
2114,内蒙古,苏右旗,/suniteyouqi/
2115,内蒙古,东乌旗,/dongwuzhumuqinqi/
2116,内蒙古,西乌旗,/xiwuzhumuqinqi/
2117,内蒙古,东乌旗,/dongwuqi/
2118,内蒙古,西乌旗,/xiwuqi/
2119,内蒙古,太仆寺,/taibusiqi/
2120,内蒙古,镶黄旗,/xianghuang/
2121,内蒙古,正镶白旗,/zhengxiangbaiqi/
2122,内蒙古,正蓝旗,/zhenglanqi/
2123,内蒙古,多伦,/duolun/
2124,内蒙古,博克图,/boketu/
2125,内蒙古,乌拉盖,/wulagai/
2126,内蒙古,兴安,/xinganmeng/
2127,内蒙古,乌兰浩特,/wulanhaote/
2128,内蒙古,阿尔山,/aershan/
2129,内蒙古,科右中旗,/keyouzhongqi/
2130,内蒙古,胡尔勒,/huerle/
2131,内蒙古,扎赉特,/zhalaite/
2132,内蒙古,科右前旗,/keermiyouqian/
2133,内蒙古,突泉,/tuquan/
2134,内蒙古,科右中旗,/keermiyouzhong/
2135,宁夏,固原,/guyuan1/
2136,宁夏,西吉,/xiji/
2137,宁夏,隆德,/longde/
2138,宁夏,泾源,/jinyuan1/
2139,宁夏,彭阳,/pengyang/
2140,宁夏,原州,/yuanzhou/
2141,宁夏,石嘴山,/shizuishan/
2142,宁夏,惠农,/huinong/
2143,宁夏,平罗,/pingluo/
2144,宁夏,陶乐,/taole/
2145,宁夏,大武口,/dawukouqu/
2146,宁夏,吴忠,/wuzhong/
2147,宁夏,同心,/tongxin/
2148,宁夏,盐池,/yanchi/
2149,宁夏,青铜峡,/qingtongxia/
2150,宁夏,利通,/litongqu/
2151,宁夏,红寺堡,/hongsipuqu/
2152,宁夏,银川,/yinchuan/
2153,宁夏,永宁,/yongning/
2154,宁夏,灵武,/lingwu/
2155,宁夏,贺兰,/helan/
2156,宁夏,兴庆,/xingqingqu/
2157,宁夏,西夏,/xixiaqu/
2158,宁夏,金凤,/jinfengqu/
2159,宁夏,中卫,/zhongwei/
2160,宁夏,中宁,/zhongning/
2161,宁夏,海原,/haiyuan/
2162,宁夏,沙坡头,/shapotouqu/
2163,青海,格尔木,/geermu/
2164,青海,都兰,/dulan/
2165,青海,天峻,/tianjun/
2166,青海,乌兰,/wulan/
2167,青海,德令哈,/delingha/
2168,青海,果洛,/guoluo/
2169,青海,班玛,/banma/
2170,青海,甘德,/gande/
2171,青海,达日,/dari/
2172,青海,久治,/jiuzhi/
2173,青海,玛多,/madu/
2174,青海,多县,/duoxian1/
2175,青海,玛沁,/maqin/
2176,青海,海北,/haibei/
2177,青海,门源,/menyuan/
2178,青海,祁连,/qilian/
2179,青海,海晏,/haiman/
2180,青海,刚察,/gangcha/
2181,青海,海东,/haidong/
2182,青海,乐都,/ledu/
2183,青海,民和,/minhe/
2184,青海,互助,/huzhu/
2185,青海,化隆,/hualong/
2186,青海,循化,/xunhua/
2187,青海,冷湖,/lenghu/
2188,青海,平安,/pingan/
2189,青海,海南州,/hainanzhou/
2190,青海,海南,/hainan/
2191,青海,贵德,/guide/
2192,青海,兴海,/xinghai/
2193,青海,贵南,/guinan/
2194,青海,同德,/tongde/
2195,青海,共和,/gonghe/
2196,青海,海西,/haixi/
2197,青海,茫崖,/mangai/
2198,青海,大柴旦,/dachaidan/
2199,青海,黄南,/huangnan/
2200,青海,尖扎,/jianzha/
2201,青海,泽库,/zeku/
2202,青海,河南,/henan1/
2203,青海,同仁,/tongren1/
2204,青海,河南蒙古族,/henanmengguzu/
2205,青海,西宁,/xining/
2206,青海,大通回族,/datonghuizu/
2207,青海,湟源,/huangyuan/
2208,青海,湟中,/huangzhong/
2209,青海,城东,/chengdongqu/
2210,青海,城西,/chengxiqu/
2211,青海,城北,/chengbeiqu/
2212,青海,西宁城中,/xiningchengzhongqu/
2213,青海,玉树,/yushu1/
2214,青海,称多,/chenduo/
2215,青海,治多,/zhiduo/
2216,青海,杂多,/zaduo/
2217,青海,囊谦,/nangqian/
2218,青海,曲麻莱,/qumacai/
2219,山东,滨州,/binzhou/
2220,山东,博兴,/boxing/
2221,山东,无棣,/wudi/
2222,山东,阳信,/yangxin/
2223,山东,惠民,/huimin/
2224,山东,沾化,/zhanhua/
2225,山东,邹平,/zouping/
2226,山东,滨城,/binxianqu/
2227,山东,德州,/dezhou/
2228,山东,武城,/wucheng/
2229,山东,临邑,/linyi1/
2230,山东,陵城,/lingxian/
2231,山东,齐河,/qihe/
2232,山东,乐陵,/leling/
2233,山东,庆云,/qingyun/
2234,山东,平原,/pingyuan/
2235,山东,宁津,/ningjin1/
2236,山东,夏津,/xiajin/
2237,山东,禹城,/yucheng/
2238,山东,德城,/decheng/
2239,山东,东营,/dongying/
2240,山东,河口,/hekou/
2241,山东,垦利,/kenli/
2242,山东,利津,/lijin/
2243,山东,广饶,/guangrao/
2244,山东,东营区,/dongyingqu/
2245,山东,菏泽,/heze/
2246,山东,鄄城,/juancheng/
2247,山东,郓城,/yuncheng1/
2248,山东,东明,/dongming/
2249,山东,定陶,/dingtao/
2250,山东,巨野,/juye/
2251,山东,曹县,/caoxian/
2252,山东,成武,/chengwu/
2253,山东,单县,/shanxian/
2254,山东,牡丹,/mudanqu/
2255,山东,济南,/jinan/
2256,山东,长清,/changqing/
2257,山东,商河,/shanghe/
2258,山东,章丘,/zhangqiu/
2259,山东,平阴,/pingyin/
2260,山东,济阳,/jiyang/
2261,山东,济南市中,/jinanshizhong/
2262,山东,历下,/lixiaqu/
2263,山东,槐荫区 ,/kuaiyinqu/
2264,山东,天桥,/tianqiaoqu/
2265,山东,历城,/jinanlicheng/
2266,山东,槐荫,/jinanhuaiyin/
2267,山东,济宁,/jining1/
2268,山东,嘉祥,/jiaxiang/
2269,山东,微山,/weishan/
2270,山东,鱼台,/yutai/
2271,山东,兖州,/yanzhou/
2272,山东,金乡,/jinxiang/
2273,山东,汶上,/wenshang/
2274,山东,泗水,/sishui/
2275,山东,梁山,/liangshan/
2276,山东,曲阜,/qufu/
2277,山东,邹城,/zoucheng/
2278,山东,任城,/renchengqu/
2279,山东,莱芜,/laiwu/
2280,山东,莱城,/laicheng/
2281,山东,钢城,/gangchengqu/
2282,山东,聊城,/liaocheng/
2283,山东,冠县,/guanxian/
2284,山东,阳谷,/yanggu/
2285,山东,高唐,/gaotang/
2286,山东,茌平,/chiping/
2287,山东,东阿,/donge/
2288,山东,临清,/linqing/
2289,山东,莘县,/shenxian/
2290,山东,东昌府,/dongchangfu/
2291,山东,临沂,/linyi2/
2292,山东,莒南,/junan/
2293,山东,沂南,/yinan/
2294,山东,临沭,/linshu/
2295,山东,郯城,/tancheng/
2296,山东,蒙阴,/mengyin/
2297,山东,平邑,/pingyi/
2298,山东,费县,/feixian/
2299,山东,沂水,/yishui/
2300,山东,兰山,/lanshanqu/
2301,山东,罗庄,/luozhuangqu/
2302,山东,临沂河东,/lingyihedong/
2303,山东,兰陵,/lanlingxian/
2304,山东,青岛,/qingdao/
2305,山东,崂山,/laoshan/
2306,山东,即墨,/jimo/
