省,市,日期,星期,最高温度,最低温度,天气,风向风力
北京,顺义,2017-10-26, 星期四 ,7℃,0℃,多云,北风 小于3级
北京,顺义,2017-10-27, 星期五 ,10℃,0℃,雾,北风 小于3级
北京,顺义,2017-10-28, 星期六 ,4℃,0℃,晴,北风 4～5级
北京,顺义,2017-10-29, 星期日 ,1℃,0℃,晴,西北风 小于3级
北京,顺义,2017-10-30, 星期一 ,16℃,2℃,晴,南风 1级
北京,顺义,2017-10-31, 星期二 ,16℃,4℃,多云,东风 1级
北京,顺义,2017-11-01, 星期三 ,17℃,6℃,晴,东北风 1级
北京,顺义,2017-11-02, 星期四 ,17℃,3℃,晴,北风 1级
北京,顺义,2017-11-03, 星期五 ,13℃,0℃,晴,北风 微风
北京,顺义,2017-11-04, 星期六 ,14℃,3℃,晴,南风 1级
北京,顺义,2017-11-05, 星期日 ,15℃,4℃,晴,北风 1级
北京,顺义,2017-11-06, 星期一 ,15℃,4℃,多云,北风 1级
北京,顺义,2017-11-07, 星期二 ,18℃,4℃,晴,北风 2级
北京,顺义,2017-11-08, 星期三 ,16℃,2℃,晴,东风 2级
北京,顺义,2017-11-09, 星期四 ,13℃,3℃,多云,北风 1级
北京,顺义,2017-11-10, 星期五 ,11℃,0℃,晴,西北风 3级
北京,顺义,2017-11-11, 星期六 ,10℃,-1℃,晴,东南风 2级
北京,顺义,2017-11-12, 星期日 ,11℃,0℃,晴,东南风 1级
北京,顺义,2017-11-13, 星期一 ,12℃,0℃,晴,西北风 3级
北京,顺义,2017-11-14, 星期二 ,8℃,-1℃,晴,西北风 2级
北京,顺义,2017-11-15, 星期三 ,7℃,-5℃,晴,东北风 2级
北京,顺义,2017-11-16, 星期四 ,7℃,-3℃,晴,东风 1级
北京,顺义,2017-11-17, 星期五 ,6℃,-2℃,晴,北风 3级
北京,顺义,2017-11-18, 星期六 ,4℃,-4℃,晴,西风 3级
北京,顺义,2017-11-19, 星期日 ,6℃,-6℃,霾,东南风 1级
北京,顺义,2017-11-20, 星期一 ,9℃,-5℃,晴,东南风 2级
北京,顺义,2017-11-21, 星期二 ,8℃,-4℃,晴,西风 2级
北京,顺义,2017-11-22, 星期三 ,8℃,-2℃,晴,西北风 3级
北京,顺义,2017-11-23, 星期四 ,7℃,-4℃,晴,西风 3级
北京,顺义,2017-11-24, 星期五 ,7℃,-4℃,多云,西南风 2级
北京,顺义,2017-11-25, 星期六 ,7℃,-3℃,晴,东风 1级
北京,顺义,2017-11-26, 星期日 ,4℃,-3℃,晴,北风 2级
北京,顺义,2017-11-27, 星期一 ,7℃,-4℃,晴,东风 2级
北京,顺义,2017-11-28, 星期二 ,7℃,-3℃,晴,西北风 3级
北京,顺义,2017-11-29, 星期三 ,1℃,-6℃,晴,东北风 1级
北京,顺义,2017-11-30, 星期四 ,3℃,-6℃,晴,西北风 2级
北京,顺义,2017-12-01, 星期五 ,5℃,-6℃,晴,南风 1级
北京,顺义,2017-12-02, 星期六 ,4℃,-6℃,霾,东风 1级
北京,顺义,2017-12-03, 星期日 ,5℃,-4℃,晴,北风 2级
北京,顺义,2017-12-04, 星期一 ,3℃,-6℃,晴,西北风 3级
北京,顺义,2017-12-05, 星期二 ,7℃,-7℃,晴,西风 2级
北京,顺义,2017-12-06, 星期三 ,9℃,-4℃,晴,西北风 2级
北京,顺义,2017-12-07, 星期四 ,5℃,-4℃,晴,北风 2级
北京,顺义,2017-12-08, 星期五 ,9℃,-5℃,晴,西风 2级
北京,顺义,2017-12-09, 星期六 ,9℃,-5℃,多云,西北风 2级
北京,顺义,2017-12-10, 星期日 ,4℃,-4℃,晴,西北风 3级
北京,顺义,2017-12-11, 星期一 ,0℃,-5℃,晴,北风 3级
北京,顺义,2017-12-12, 星期二 ,-2℃,-8℃,多云,东风 2级
北京,顺义,2017-12-13, 星期三 ,-1℃,-8℃,晴,东北风 1级
北京,顺义,2017-12-14, 星期四 ,-1℃,-6℃,晴,东南风 1级
北京,顺义,2017-12-15, 星期五 ,2℃,-6℃,晴,西北风 2级
北京,顺义,2017-12-16, 星期六 ,0℃,-7℃,晴,西北风 3级
北京,顺义,2017-12-17, 星期日 ,4℃,-8℃,晴,西风 2级
北京,顺义,2017-12-18, 星期一 ,6℃,-5℃,晴,西北风 3级
北京,顺义,2017-12-19, 星期二 ,5℃,-7℃,晴,西南风 2级
北京,顺义,2017-12-20, 星期三 ,8℃,-4℃,晴,西北风 2级
北京,顺义,2017-12-21, 星期四 ,9℃,-4℃,晴,北风 1级
北京,顺义,2017-12-22, 星期五 ,11℃,-6℃,晴,北风 2级
北京,顺义,2017-12-23, 星期六 ,6℃,-6℃,阴,北风 1级
北京,顺义,2017-12-24, 星期日 ,6℃,-3℃,晴,西北风 3级
北京,顺义,2017-12-25, 星期一 ,5℃,-6℃,晴,南风 2级
北京,顺义,2017-12-26, 星期二 ,3℃,-5℃,晴,东风 2级
北京,顺义,2017-12-27, 星期三 ,3℃,-6℃,晴,东风 1级
北京,顺义,2017-12-28, 星期四 ,2℃,-5℃,晴,北风 1级
北京,顺义,2017-12-29, 星期五 ,1℃,-4℃,霾,南风 1级
北京,顺义,2017-12-30, 星期六 ,6℃,-4℃,晴,西北风 2级
北京,顺义,2017-12-31, 星期日 ,5℃,-7℃,晴,西风 1级
北京,怀柔,2017-01-01, 星期日 ,5℃,-5℃,霾,西北风 1级
北京,怀柔,2017-01-02, 星期一 ,6℃,-9℃,晴,北风 1级
北京,怀柔,2017-01-03, 星期二 ,3℃,-8℃,霾,西风 1级
北京,怀柔,2017-01-04, 星期三 ,6℃,-6℃,霾,南风 1级
北京,怀柔,2017-01-05, 星期四 ,1℃,-6℃,小雪,北风 1级
北京,怀柔,2017-01-06, 星期五 ,3℃,-4℃,霾,西北风 2级
北京,怀柔,2017-01-07, 星期六 ,3℃,-6℃,小雪,西北风 1级
北京,怀柔,2017-01-08, 星期日 ,5℃,-6℃,晴,东南风 1级
北京,怀柔,2017-01-09, 星期一 ,4℃,-9℃,晴,西风 2级
北京,怀柔,2017-01-10, 星期二 ,2℃,-9℃,晴,北风 微风
北京,怀柔,2017-01-11, 星期三 ,4℃,-9℃,晴,南风 1级
北京,怀柔,2017-01-12, 星期四 ,3℃,-9℃,晴,北风 2级
北京,怀柔,2017-01-13, 星期五 ,3℃,-8℃,晴,东北风 2级
北京,怀柔,2017-01-14, 星期六 ,1℃,-11℃,晴,西北风 1级
北京,怀柔,2017-01-15, 星期日 ,-2℃,-10℃,多云,西北风 1级
北京,怀柔,2017-01-16, 星期一 ,-1℃,-6℃,小雪,西北风 1级
北京,怀柔,2017-01-17, 星期二 ,4℃,-9℃,霾,西北风 2级
北京,怀柔,2017-01-18, 星期三 ,2℃,-7℃,多云,西风 1级
北京,怀柔,2017-01-19, 星期四 ,0℃,-12℃,晴,西北风 3级
北京,怀柔,2017-01-20, 星期五 ,-1℃,-12℃,晴,西北风 1级
北京,怀柔,2017-01-21, 星期六 ,-1℃,-13℃,晴,西北风 2级
北京,怀柔,2017-01-22, 星期日 ,-1℃,-13℃,晴,西北风 2级
北京,怀柔,2017-01-23, 星期一 ,0℃,-12℃,晴,西北风 2级
北京,怀柔,2017-01-24, 星期二 ,2℃,-10℃,晴,西北风 2级
北京,怀柔,2017-01-25, 星期三 ,3℃,-7℃,晴,西北风 2级
北京,怀柔,2017-01-26, 星期四 ,7℃,-9℃,晴,北风 3级
北京,怀柔,2017-01-27, 星期五 ,4℃,-7℃,晴,北风 微风
北京,怀柔,2017-01-28, 星期六 ,3℃,-6℃,多云,西风 1级
北京,怀柔,2017-01-29, 星期日 ,0℃,-12℃,多云,西北风 3级
北京,怀柔,2017-01-30, 星期一 ,0℃,-9℃,晴,西北风 2级
北京,怀柔,2017-01-31, 星期二 ,5℃,-7℃,晴,东北风 1级
北京,怀柔,2017-02-01, 星期三 ,4℃,-10℃,晴,西北风 2级
北京,怀柔,2017-02-02, 星期四 ,5℃,-9℃,晴,西北风 1级
北京,怀柔,2017-02-03, 星期五 ,7℃,-4℃,多云,西北风 2级
北京,怀柔,2017-02-04, 星期六 ,8℃,-3℃,多云,西北风 1级
北京,怀柔,2017-02-05, 星期日 ,8℃,-6℃,晴,东北风 3级
北京,怀柔,2017-02-06, 星期一 ,4℃,-7℃,多云,西北风 1级
北京,怀柔,2017-02-07, 星期二 ,0℃,-7℃,小雪,西北风 1级
北京,怀柔,2017-02-08, 星期三 ,4℃,-10℃,晴,北风 3级
北京,怀柔,2017-02-09, 星期四 ,2℃,-8℃,晴,北风 2级
北京,怀柔,2017-02-10, 星期五 ,3℃,-9℃,晴,西南风 1级
北京,怀柔,2017-02-11, 星期六 ,7℃,-8℃,晴,西北风 2级
北京,怀柔,2017-02-12, 星期日 ,9℃,-8℃,晴,西北风 2级
北京,怀柔,2017-02-13, 星期一 ,11℃,-9℃,晴,北风 1级
北京,怀柔,2017-02-14, 星期二 ,8℃,-5℃,晴,西北风 1级
北京,怀柔,2017-02-15, 星期三 ,7℃,-1℃,多云,西北风 2级
北京,怀柔,2017-02-16, 星期四 ,9℃,-6℃,多云,东北风 2级
北京,怀柔,2017-02-17, 星期五 ,5℃,-7℃,晴,东北风 1级
北京,怀柔,2017-02-18, 星期六 ,8℃,-5℃,晴,西北风 2级
北京,怀柔,2017-02-19, 星期日 ,15℃,-6℃,多云,北风 3级
北京,怀柔,2017-02-20, 星期一 ,6℃,-4℃,多云,西风 2级
北京,怀柔,2017-02-21, 星期二 ,0℃,-6℃,小雪,西风 1级
北京,怀柔,2017-02-22, 星期三 ,4℃,-5℃,晴,北风 2级
北京,怀柔,2017-02-23, 星期四 ,7℃,-7℃,晴,西北风 2级
北京,怀柔,2017-02-24, 星期五 ,11℃,-5℃,晴,西北风 3级
北京,怀柔,2017-02-25, 星期六 ,12℃,-4℃,多云,西北风 1级
北京,怀柔,2017-02-26, 星期日 ,12℃,-5℃,晴,西北风 2级
北京,怀柔,2017-02-27, 星期一 ,12℃,-1℃,晴,西南风 3级
北京,怀柔,2017-02-28, 星期二 ,14℃,0℃,多云,西南风 2级
北京,怀柔,2017-03-01, 星期三 ,7℃,-6℃,晴,北风 3级
北京,怀柔,2017-03-02, 星期四 ,12℃,-4℃,晴,西风 1级
北京,怀柔,2017-03-03, 星期五 ,13℃,-4℃,晴,南风 2级
北京,怀柔,2017-03-05, 星期日 ,11℃,-5℃,晴,北风 2级
北京,怀柔,2017-03-06, 星期一 ,10℃,-6℃,多云,北风 2级
北京,怀柔,2017-03-07, 星期二 ,8℃,-2℃,晴,西北风 3级
北京,怀柔,2017-03-08, 星期三 ,13℃,0℃,晴,西北风 2级
北京,怀柔,2017-03-09, 星期四 ,14℃,-1℃,晴,东北风 1级
北京,怀柔,2017-03-10, 星期五 ,17℃,1℃,多云,西北风 2级
北京,怀柔,2017-03-11, 星期六 ,19℃,5℃,阴,北风 3级
北京,怀柔,2017-03-12, 星期日 ,13℃,0℃,晴,东北风 2级
北京,怀柔,2017-03-13, 星期一 ,13℃,0℃,晴,北风 2级
北京,怀柔,2017-03-14, 星期二 ,15℃,0℃,晴,东南风 2级
北京,怀柔,2017-03-15, 星期三 ,15℃,1℃,多云,北风 1级
北京,怀柔,2017-03-16, 星期四 ,16℃,5℃,多云,西风 1级
北京,怀柔,2017-03-17, 星期五 ,16℃,2℃,阴,西北风 2级
北京,怀柔,2017-03-18, 星期六 ,19℃,3℃,晴,西北风 2级
北京,怀柔,2017-03-19, 星期日 ,17℃,5℃,多云,西风 1级
北京,怀柔,2017-03-20, 星期一 ,11℃,3℃,小雨,东北风 1级
北京,怀柔,2017-03-21, 星期二 ,14℃,2℃,多云,西北风 1级
北京,怀柔,2017-03-22, 星期三 ,14℃,3℃,阴,东南风 1级
北京,怀柔,2017-03-23, 星期四 ,9℃,0℃,小雨,西北风 2级
北京,怀柔,2017-03-24, 星期五 ,4℃,-1℃,雨夹雪,西北风 2级
北京,怀柔,2017-03-25, 星期六 ,13℃,2℃,多云,北风 4级
北京,怀柔,2017-03-26, 星期日 ,14℃,2℃,多云,北风 3级
北京,怀柔,2017-03-27, 星期一 ,14℃,3℃,晴,西北风 2级
北京,怀柔,2017-03-28, 星期二 ,16℃,3℃,晴,西南风 3级
北京,怀柔,2017-03-29, 星期三 ,19℃,5℃,晴,西北风 2级
北京,怀柔,2017-03-30, 星期四 ,15℃,3℃,多云,西北风 4级
北京,怀柔,2017-03-31, 星期五 ,16℃,4℃,晴,西北风 3级
北京,怀柔,2017-04-01, 星期六 ,20℃,4℃,晴,西南风 3级
北京,怀柔,2017-04-02, 星期日 ,23℃,4℃,晴,西北风 2级
北京,怀柔,2017-04-03, 星期一 ,25℃,10℃,多云,西北风 2级
北京,怀柔,2017-04-04, 星期二 ,20℃,11℃,阴,南风 2级
北京,怀柔,2017-04-05, 星期三 ,19℃,7℃,多云,南风 3级
北京,怀柔,2017-04-06, 星期四 ,23℃,9℃,多云,东南风 4级
北京,怀柔,2017-04-07, 星期五 ,19℃,11℃,阴,西风 2级
北京,怀柔,2017-04-08, 星期六 ,20℃,5℃,阴,西北风 2级
北京,怀柔,2017-04-09, 星期日 ,20℃,7℃,多云,西风 4级
北京,怀柔,2017-04-10, 星期一 ,19℃,9℃,多云,西南风 3级
北京,怀柔,2017-04-11, 星期二 ,21℃,5℃,晴,北风 4级
北京,怀柔,2017-04-12, 星期三 ,24℃,6℃,晴,北风 4级
北京,怀柔,2017-04-13, 星期四 ,20℃,6℃,阴,东南风 2级
北京,怀柔,2017-04-14, 星期五 ,26℃,9℃,多云,西南风 3级
北京,怀柔,2017-04-15, 星期六 ,30℃,12℃,晴,西南风 4级
北京,怀柔,2017-04-16, 星期日 ,27℃,12℃,阴,西南风 4级
北京,怀柔,2017-04-17, 星期一 ,26℃,10℃,多云,西风 7级
北京,怀柔,2017-04-18, 星期二 ,23℃,7℃,晴,北风 3级
北京,怀柔,2017-04-19, 星期三 ,17℃,8℃,阴,西北风 2级
北京,怀柔,2017-04-20, 星期四 ,22℃,8℃,多云,西北风 4级
北京,怀柔,2017-04-21, 星期五 ,23℃,7℃,多云,西北风 2级
北京,怀柔,2017-04-22, 星期六 ,26℃,13℃,晴,南风 5级
北京,怀柔,2017-04-23, 星期日 ,23℃,8℃,晴,南风 4级
北京,怀柔,2017-04-24, 星期一 ,23℃,8℃,晴,东北风 4级
北京,怀柔,2017-04-25, 星期二 ,19℃,5℃,多云,西北风 3级
北京,怀柔,2017-04-26, 星期三 ,24℃,8℃,晴,东北风 4级
北京,怀柔,2017-04-27, 星期四 ,28℃,10℃,晴,西北风 2级
北京,怀柔,2017-04-28, 星期五 ,30℃,12℃,晴,西风 5级
北京,怀柔,2017-04-29, 星期六 ,33℃,16℃,晴,西南风 3级
北京,怀柔,2017-04-30, 星期日 ,28℃,12℃,晴,南风 4级
北京,怀柔,2017-05-01, 星期一 ,28℃,13℃,晴,南风 3级
北京,怀柔,2017-05-02, 星期二 ,29℃,15℃,多云,南风 4级
北京,怀柔,2017-05-03, 星期三 ,27℃,12℃,阵雨,西风 5级
北京,怀柔,2017-05-04, 星期四 ,25℃,11℃,浮尘,西风 4级
北京,怀柔,2017-05-05, 星期五 ,20℃,9℃,晴,东北风 3级
北京,怀柔,2017-05-06, 星期六 ,28℃,9℃,晴,北风 5级
北京,怀柔,2017-05-07, 星期日 ,30℃,13℃,晴,西风 3级
北京,怀柔,2017-05-08, 星期一 ,31℃,15℃,多云,西北风 2级
北京,怀柔,2017-05-09, 星期二 ,29℃,13℃,多云,南风 5级
北京,怀柔,2017-05-10, 星期三 ,30℃,13℃,晴,西北风 4级
北京,怀柔,2017-05-11, 星期四 ,30℃,10℃,晴,东北风 6级
北京,怀柔,2017-05-12, 星期五 ,28℃,13℃,多云,东北风 4级
北京,怀柔,2017-05-13, 星期六 ,26℃,13℃,晴,西风 4级
北京,怀柔,2017-05-14, 星期日 ,26℃,12℃,多云,北风 4级
北京,怀柔,2017-05-15, 星期一 ,28℃,13℃,晴,西南风 3级
北京,怀柔,2017-05-16, 星期二 ,31℃,14℃,多云,西南风 3级
北京,怀柔,2017-05-17, 星期三 ,33℃,17℃,晴,南风 2级
北京,怀柔,2017-05-18, 星期四 ,35℃,20℃,晴,西南风 2级
北京,怀柔,2017-05-19, 星期五 ,35℃,21℃,多云,东南风 3级
北京,怀柔,2017-05-20, 星期六 ,35℃,19℃,多云,东南风 6级
北京,怀柔,2017-05-21, 星期日 ,31℃,15℃,多云,西南风 4级
北京,怀柔,2017-05-22, 星期一 ,17℃,11℃,小到中雨,西北风 2级
北京,怀柔,2017-05-23, 星期二 ,27℃,13℃,晴,西北风 3级
北京,怀柔,2017-05-24, 星期三 ,32℃,16℃,雷阵雨,西风 3级
北京,怀柔,2017-05-25, 星期四 ,30℃,14℃,晴,南风 4级
北京,怀柔,2017-05-26, 星期五 ,31℃,16℃,晴,西南风 2级
北京,怀柔,2017-05-27, 星期六 ,34℃,20℃,晴,南风 4级
北京,怀柔,2017-05-28, 星期日 ,36℃,20℃,多云,东南风 4级
北京,怀柔,2017-05-29, 星期一 ,26℃,16℃,阵雨,西风 3级
北京,怀柔,2017-05-30, 星期二 ,24℃,14℃,阴,西南风 3级
北京,怀柔,2017-05-31, 星期三 ,33℃,16℃,阴,东风 7级
北京,怀柔,2017-06-01, 星期四 ,31℃,16℃,晴,南风 4级
北京,怀柔,2017-06-02, 星期五 ,23℃,12℃,阴,西南风 4级
北京,怀柔,2017-06-03, 星期六 ,28℃,15℃,晴,西南风 3级
北京,怀柔,2017-06-04, 星期日 ,32℃,17℃,晴,西风 3级
北京,怀柔,2017-06-05, 星期一 ,29℃,13℃,多云,东南风 4级
北京,怀柔,2017-06-06, 星期二 ,19℃,12℃,小雨,东南风 3级
北京,怀柔,2017-06-07, 星期三 ,30℃,16℃,多云,西北风 2级
北京,怀柔,2017-06-08, 星期四 ,33℃,19℃,多云,西风 3级
北京,怀柔,2017-06-09, 星期五 ,37℃,19℃,晴,南风 3级
北京,怀柔,2017-06-10, 星期六 ,29℃,15℃,多云,南风 4级
北京,怀柔,2017-06-11, 星期日 ,31℃,16℃,阵雨,东南风 3级
北京,怀柔,2017-06-12, 星期一 ,27℃,16℃,阵雨,东风 4级
北京,怀柔,2017-06-13, 星期二 ,28℃,15℃,多云,南风 2级
北京,怀柔,2017-06-14, 星期三 ,36℃,19℃,晴,西南风 4级
北京,怀柔,2017-06-15, 星期四 ,38℃,21℃,晴,西南风 3级
北京,怀柔,2017-06-16, 星期五 ,38℃,22℃,多云,西南风 5级
北京,怀柔,2017-06-17, 星期六 ,35℃,23℃,雷阵雨,西南风 2级
北京,怀柔,2017-06-18, 星期日 ,35℃,20℃,雷阵雨,西北风 3级
北京,怀柔,2017-06-19, 星期一 ,33℃,19℃,雷阵雨,南风 4级
北京,怀柔,2017-06-20, 星期二 ,35℃,19℃,多云,东南风 3级
北京,怀柔,2017-06-21, 星期三 ,31℃,20℃,雷阵雨,西风 3级
北京,怀柔,2017-06-22, 星期四 ,22℃,18℃,中到大雨,西北风 3级
北京,怀柔,2017-06-23, 星期五 ,21℃,17℃,小到中雨,西风 2级
北京,怀柔,2017-06-24, 星期六 ,25℃,17℃,多云,北风 2级
北京,怀柔,2017-06-25, 星期日 ,32℃,18℃,雷阵雨,西风 4级
北京,怀柔,2017-06-26, 星期一 ,34℃,19℃,多云,西南风 3级
北京,怀柔,2017-06-27, 星期二 ,34℃,20℃,雷阵雨,南风 3级
北京,怀柔,2017-06-28, 星期三 ,34℃,21℃,雷阵雨,东北风 2级
北京,怀柔,2017-06-29, 星期四 ,34℃,21℃,雷阵雨,西风 2级
北京,怀柔,2017-06-30, 星期五 ,36℃,23℃,多云,北风 1级
北京,怀柔,2017-07-01, 星期六 ,35℃,22℃,多云,西风 1级
北京,怀柔,2017-07-02, 星期日 ,35℃,23℃,多云,西南风 2级
北京,怀柔,2017-07-03, 星期一 ,35℃,23℃,多云,西南风 1级
北京,怀柔,2017-07-04, 星期二 ,26℃,22℃,雷阵雨,西风 1级
北京,怀柔,2017-07-05, 星期三 ,31℃,22℃,多云,东北风 1级
北京,怀柔,2017-07-06, 星期四 ,27℃,23℃,小雨,东北风 2级
北京,怀柔,2017-07-07, 星期五 ,34℃,21℃,中雨,东风 1级
北京,怀柔,2017-07-08, 星期六 ,34℃,22℃,多云,东北风 2级
北京,怀柔,2017-07-09, 星期日 ,35℃,22℃,多云,东北风 1级
北京,怀柔,2017-07-10, 星期一 ,36℃,21℃,晴,西北风 2级
北京,怀柔,2017-07-11, 星期二 ,37℃,25℃,多云,北风 1级
北京,怀柔,2017-07-12, 星期三 ,36℃,26℃,多云,东南风 2级
北京,怀柔,2017-07-13, 星期四 ,36℃,23℃,雷阵雨,东北风 2级
北京,怀柔,2017-07-14, 星期五 ,34℃,23℃,雷阵雨,东风 2级
北京,怀柔,2017-07-15, 星期六 ,32℃,23℃,阴,西北风 2级
北京,怀柔,2017-07-16, 星期日 ,33℃,24℃,晴,西北风 2级
北京,怀柔,2017-07-17, 星期一 ,34℃,24℃,多云,东北风 1级
北京,怀柔,2017-07-18, 星期二 ,31℃,24℃,阵雨,南风 微风
北京,怀柔,2017-07-19, 星期三 ,32℃,24℃,阴,东南风 1级
北京,怀柔,2017-07-20, 星期四 ,33℃,22℃,雷阵雨,西北风 2级
北京,怀柔,2017-07-21, 星期五 ,26℃,23℃,阵雨,西风 2级
北京,怀柔,2017-07-22, 星期六 ,28℃,22℃,阵雨,东风 2级
北京,怀柔,2017-07-23, 星期日 ,27℃,23℃,雷阵雨,西南风 2级
北京,怀柔,2017-07-24, 星期一 ,28℃,22℃,阵雨,东南风 1级
北京,怀柔,2017-07-25, 星期二 ,30℃,21℃,阵雨,西风 1级
北京,怀柔,2017-07-26, 星期三 ,20℃,18℃,小到中雨,东南风 1级
北京,怀柔,2017-07-27, 星期四 ,28℃,22℃,多云,西风 1级
北京,怀柔,2017-07-28, 星期五 ,30℃,21℃,多云,西北风 2级
北京,怀柔,2017-07-29, 星期六 ,30℃,20℃,多云,西北风 1级
北京,怀柔,2017-07-30, 星期日 ,29℃,20℃,多云,南风 3级
北京,怀柔,2017-07-31, 星期一 ,31℃,22℃,晴,东北风 1级
北京,怀柔,2017-08-01, 星期二 ,31℃,24℃,阴,东北风 1级
北京,怀柔,2017-08-02, 星期三 ,28℃,23℃,阵雨,西北风 2级
北京,怀柔,2017-08-03, 星期四 ,35℃,23℃,晴,西风 2级
北京,怀柔,2017-08-04, 星期五 ,37℃,24℃,晴,西北风 2级
北京,怀柔,2017-08-05, 星期六 ,33℃,22℃,雷阵雨,北风 6级
北京,怀柔,2017-08-06, 星期日 ,33℃,23℃,多云,西风 1级
北京,怀柔,2017-08-07, 星期一 ,36℃,22℃,多云,西北风 1级
北京,怀柔,2017-08-08, 星期二 ,33℃,22℃,雷阵雨,东北风 4级
北京,怀柔,2017-08-09, 星期三 ,30℃,22℃,雷阵雨,西北风 1级
北京,怀柔,2017-08-10, 星期四 ,32℃,23℃,多云,东风 1级
北京,怀柔,2017-08-11, 星期五 ,29℃,22℃,雷阵雨,北风 2级
北京,怀柔,2017-08-12, 星期六 ,28℃,21℃,小到中雨,东风 2级
北京,怀柔,2017-08-13, 星期日 ,27℃,22℃,雷阵雨,西北风 1级
北京,怀柔,2017-08-14, 星期一 ,30℃,22℃,阴,东北风 1级
北京,怀柔,2017-08-15, 星期二 ,30℃,23℃,雷阵雨,南风 2级
北京,怀柔,2017-08-16, 星期三 ,30℃,23℃,雷阵雨,南风 2级
北京,怀柔,2017-08-17, 星期四 ,29℃,21℃,多云,西南风 2级
北京,怀柔,2017-08-18, 星期五 ,29℃,21℃,雷阵雨,南风 1级
北京,怀柔,2017-08-19, 星期六 ,28℃,21℃,多云,东南风 2级
北京,怀柔,2017-08-20, 星期日 ,29℃,22℃,阴,西北风 1级
北京,怀柔,2017-08-21, 星期一 ,32℃,23℃,多云,北风 1级
北京,怀柔,2017-08-22, 星期二 ,30℃,22℃,雷阵雨,东北风 3级
北京,怀柔,2017-08-23, 星期三 ,32℃,22℃,多云,西北风 2级
北京,怀柔,2017-08-24, 星期四 ,33℃,19℃,晴,西风 1级
北京,怀柔,2017-08-25, 星期五 ,31℃,17℃,多云,西北风 2级
北京,怀柔,2017-08-26, 星期六 ,29℃,18℃,多云,西北风 1级
北京,怀柔,2017-08-27, 星期日 ,18℃,16℃,阵雨,西南风 1级
北京,怀柔,2017-08-28, 星期一 ,28℃,15℃,晴,北风 2级
北京,怀柔,2017-08-29, 星期二 ,24℃,14℃,晴,西北风 1级
北京,怀柔,2017-08-30, 星期三 ,27℃,17℃,多云,东南风 1级
北京,怀柔,2017-08-31, 星期四 ,26℃,19℃,多云,西风 2级
北京,怀柔,2017-09-01, 星期五 ,27℃,18℃,多云,东南风 2级
北京,怀柔,2017-09-02, 星期六 ,27℃,18℃,多云,西北风 2级
北京,怀柔,2017-09-03, 星期日 ,28℃,18℃,多云,东风 1级
北京,怀柔,2017-09-04, 星期一 ,28℃,19℃,阴,北风 1级
北京,怀柔,2017-09-05, 星期二 ,29℃,16℃,多云,西北风 2级
北京,怀柔,2017-09-06, 星期三 ,31℃,16℃,晴,东北风 2级
北京,怀柔,2017-09-07, 星期四 ,30℃,17℃,晴,西北风 1级
北京,怀柔,2017-09-08, 星期五 ,31℃,19℃,多云,东南风 2级
北京,怀柔,2017-09-09, 星期六 ,29℃,20℃,多云,东北风 1级
北京,怀柔,2017-09-10, 星期日 ,25℃,18℃,雷阵雨,东北风 1级
北京,怀柔,2017-09-11, 星期一 ,29℃,14℃,晴,西北风 2级
北京,怀柔,2017-09-12, 星期二 ,28℃,16℃,晴,西北风 1级
北京,怀柔,2017-09-13, 星期三 ,28℃,18℃,多云,西北风 1级
北京,怀柔,2017-09-14, 星期四 ,28℃,18℃,阴,西北风 1级
北京,怀柔,2017-09-15, 星期五 ,27℃,17℃,阵雨,西北风 1级
北京,怀柔,2017-09-16, 星期六 ,27℃,17℃,阴,东北风 1级
北京,怀柔,2017-09-17, 星期日 ,28℃,14℃,晴,西风 2级
北京,怀柔,2017-09-18, 星期一 ,29℃,16℃,晴,西北风 2级
北京,怀柔,2017-09-19, 星期二 ,29℃,13℃,晴,西北风 2级
北京,怀柔,2017-09-20, 星期三 ,27℃,13℃,晴,东风 1级
北京,怀柔,2017-09-21, 星期四 ,29℃,15℃,阵雨,东风 1级
北京,怀柔,2017-09-22, 星期五 ,27℃,12℃,晴,西北风 2级
北京,怀柔,2017-09-23, 星期六 ,27℃,15℃,多云,西北风 2级
北京,怀柔,2017-09-24, 星期日 ,29℃,17℃,多云,西北风 2级
北京,怀柔,2017-09-25, 星期一 ,27℃,18℃,阴,西北风 2级
北京,怀柔,2017-09-26, 星期二 ,23℃,11℃,小雨,西风 1级
北京,怀柔,2017-09-27, 星期三 ,23℃,8℃,阴,西风 1级
北京,怀柔,2017-09-28, 星期四 ,21℃,9℃,晴,西北风 2级
北京,怀柔,2017-09-29, 星期五 ,25℃,10℃,晴,西北风 1级
北京,怀柔,2017-09-30, 星期六 ,25℃,14℃,多云,西北风 2级
北京,怀柔,2017-10-01, 星期日 ,26℃,11℃,多云,东风 1级
北京,怀柔,2017-10-02, 星期一 ,16℃,6℃,小雨,西南风 1级
北京,怀柔,2017-10-03, 星期二 ,19℃,8℃,多云,西北风 1级
北京,怀柔,2017-10-04, 星期三 ,22℃,7℃,晴,西北风 2级
北京,怀柔,2017-10-05, 星期四 ,21℃,8℃,多云,西北风 1级
北京,怀柔,2017-10-06, 星期五 ,22℃,10℃,多云,西风 1级
北京,怀柔,2017-10-07, 星期六 ,19℃,11℃,小雨,东南风 1级
北京,怀柔,2017-10-08, 星期日 ,18℃,11℃,小雨,东风 1级
